decision_id,occurrence_id,unit_id,semantic_unit_id,source_term_or_construction,intended_sense,chosen_rendering,recording_mode,confidence,provisional,review_priority,please_double_check_question,source_path,source_file_sha256,source_line_status,source_line_start,source_line_end,source_byte_status,source_byte_start,source_byte_end_exclusive,source_column_start,source_column_end_exclusive,source_span_sha256,source_excerpt,target_path,target_file_sha256,target_line_status,target_line_start,target_line_end,target_byte_status,target_byte_start,target_byte_end_exclusive,target_column_start,target_column_end_exclusive,target_span_sha256,target_excerpt,reader_status,reader_artifact_filename,reader_artifact_sha256,reader_profile,printed_page,assembled_pdf_page,reader_provenance_or_reason,evidence_refs
OLP-TR-TERM-0011,OLP-TR-TERM-0011-O-0496-00081-0001-R1,OLP-0496,OLP-0496:legacy-term:0011:target-L81-C1:render-1,function,Historical terminology-ledger scope: functions; no narrower sense is inferred automatically.,fonksiyon,retrospective,low,true,high,Please double-check whether “fonksiyon” is the best Turkish rendering of “function” in functions. / “function” için functions bağlamında “fonksiyon” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/intuitionistic-logic/introduction/natural-deduction.tex,ea21debccb1eb7c0cd694d8f1a44b26cc60933b041ecc9fb63d028c017baff93,pending,,,pending,,,,,,Unpaired source term: function,source/locale/tr/content/intuitionistic-logic/introduction/natural-deduction.tex,5cba42ee33a3f7fdd5db9baf0df435a587c363dbfe8701b2c8a731713625dc2a,available,81,81,available,2676,2685,1,10 (end exclusive),5154bcc3e1f8548f68a313a7d1ed7a4b5b3615c1cfa8e2aa2e9b278d9ee7f313,fonksiyon~$!A$'nın inşalarını~$!B$'nin inşalarına dönüştürür. Aynı fonksiyon,pending,,,,,,Exact source-line-to-PDF-page binding is pending; no SyncTeX exists and no unique extracted-text page was proved. Page-evidence result: normalized_context_not_found_in_pdf_text. Proven module render instance 1 starts on physical page 835 (printed 834); that module-start page is not asserted as this occurrence's page.,"[{""path_or_uri"":""../../source/locale/tr/content/intuitionistic-logic/introduction/natural-deduction.tex"",""bytes"":8945,""sha256"":""5cba42ee33a3f7fdd5db9baf0df435a587c363dbfe8701b2c8a731713625dc2a""}]"
OLP-TR-TERM-0011,OLP-TR-TERM-0011-O-0496-00081-0068-R1,OLP-0496,OLP-0496:legacy-term:0011:target-L81-C68:render-1,function,Historical terminology-ledger scope: functions; no narrower sense is inferred automatically.,fonksiyon,retrospective,low,true,high,Please double-check whether “fonksiyon” is the best Turkish rendering of “function” in functions. / “function” için functions bağlamında “fonksiyon” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/intuitionistic-logic/introduction/natural-deduction.tex,ea21debccb1eb7c0cd694d8f1a44b26cc60933b041ecc9fb63d028c017baff93,pending,,,pending,,,,,,Unpaired source term: function,source/locale/tr/content/intuitionistic-logic/introduction/natural-deduction.tex,5cba42ee33a3f7fdd5db9baf0df435a587c363dbfe8701b2c8a731713625dc2a,available,81,81,available,2755,2764,68,77 (end exclusive),5154bcc3e1f8548f68a313a7d1ed7a4b5b3615c1cfa8e2aa2e9b278d9ee7f313,fonksiyon~$!A$'nın inşalarını~$!B$'nin inşalarına dönüştürür. Aynı fonksiyon,pending,,,,,,Exact source-line-to-PDF-page binding is pending; no SyncTeX exists and no unique extracted-text page was proved. Page-evidence result: normalized_context_not_found_in_pdf_text. Proven module render instance 1 starts on physical page 835 (printed 834); that module-start page is not asserted as this occurrence's page.,"[{""path_or_uri"":""../../source/locale/tr/content/intuitionistic-logic/introduction/natural-deduction.tex"",""bytes"":8945,""sha256"":""5cba42ee33a3f7fdd5db9baf0df435a587c363dbfe8701b2c8a731713625dc2a""}]"
OLP-TR-TERM-0011,OLP-TR-TERM-0011-O-0496-00137-0058-R1,OLP-0496,OLP-0496:legacy-term:0011:target-L137-C58:render-1,function,Historical terminology-ledger scope: functions; no narrower sense is inferred automatically.,fonksiyon,retrospective,low,true,high,Please double-check whether “fonksiyon” is the best Turkish rendering of “function” in functions. / “function” için functions bağlamında “fonksiyon” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/intuitionistic-logic/introduction/natural-deduction.tex,ea21debccb1eb7c0cd694d8f1a44b26cc60933b041ecc9fb63d028c017baff93,pending,,,pending,,,,,,Unpaired source term: function,source/locale/tr/content/intuitionistic-logic/introduction/natural-deduction.tex,5cba42ee33a3f7fdd5db9baf0df435a587c363dbfe8701b2c8a731713625dc2a,available,137,137,available,4663,4672,58,67 (end exclusive),5154bcc3e1f8548f68a313a7d1ed7a4b5b3615c1cfa8e2aa2e9b278d9ee7f313,"sahipsek, bir $f(M_1, \dots, M_n)$ fonksiyonu vardır; bu fonksiyon $!B_1$,",pending,,,,,,Exact source-line-to-PDF-page binding is pending; no SyncTeX exists and no unique extracted-text page was proved. Page-evidence result: normalized_context_not_found_in_pdf_text. Proven module render instance 1 starts on physical page 835 (printed 834); that module-start page is not asserted as this occurrence's page.,"[{""path_or_uri"":""../../source/locale/tr/content/intuitionistic-logic/introduction/natural-deduction.tex"",""bytes"":8945,""sha256"":""5cba42ee33a3f7fdd5db9baf0df435a587c363dbfe8701b2c8a731713625dc2a""}]"
OLP-TR-TERM-0011,OLP-TR-TERM-0011-O-0535-00046-0031-R1,OLP-0535,OLP-0535:legacy-term:0011:target-L46-C31:render-1,function,Historical terminology-ledger scope: functions; no narrower sense is inferred automatically.,fonksiyon,retrospective,low,true,high,Please double-check whether “fonksiyon” is the best Turkish rendering of “function” in functions. / “function” için functions bağlamında “fonksiyon” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/set-theory/story/urelements.tex,61419cd0dbc03cdf569c7350b028da4daac493e5815f8bf43381544758587b31,pending,,,pending,,,,,,Unpaired source term: function,source/locale/tr/content/set-theory/story/urelements.tex,b1fcb6b62408eba237616720ce2b2b38a2398702ef0f20617bfc22b9badbd6e7,available,46,46,available,1912,1921,31,40 (end exclusive),5154bcc3e1f8548f68a313a7d1ed7a4b5b3615c1cfa8e2aa2e9b278d9ee7f313,"aralarında bir bire bir örten fonksiyon varsa aynı büyüklükte olduğunu,",pending,,,,,,Exact source-line-to-PDF-page binding is pending; no SyncTeX exists and no unique extracted-text page was proved. Page-evidence result: normalized_context_not_found_in_pdf_text. Proven module render instance 1 starts on physical page 882 (printed 881); that module-start page is not asserted as this occurrence's page.,"[{""path_or_uri"":""../../source/locale/tr/content/set-theory/story/urelements.tex"",""bytes"":3832,""sha256"":""b1fcb6b62408eba237616720ce2b2b38a2398702ef0f20617bfc22b9badbd6e7""}]"
OLP-TR-TERM-0011,OLP-TR-TERM-0011-O-0543-00049-0001-R1,OLP-0543,OLP-0543:legacy-term:0011:target-L49-C1:render-1,function,Historical terminology-ledger scope: functions; no narrower sense is inferred automatically.,fonksiyon,retrospective,low,true,high,Please double-check whether “fonksiyon” is the best Turkish rendering of “function” in functions. / “function” için functions bağlamında “fonksiyon” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/set-theory/z/infinity-again.tex,29267a484b8628ec7cafd50d87dac4a0f6650914c625dec7dd06ac0e79aa3f91,pending,,,pending,,,,,,Unpaired source term: function,source/locale/tr/content/set-theory/z/infinity-again.tex,66d1788900c1e2e61d4f348d0345a577380c09a8694b53440a5aabdbe5adae53,available,49,49,available,2349,2358,1,10 (end exclusive),5154bcc3e1f8548f68a313a7d1ed7a4b5b3615c1cfa8e2aa2e9b278d9ee7f313,"fonksiyon ise $s(x)=x\cup\{x\}$'tir. Şimdi,",pending,,,,,,Exact source-line-to-PDF-page binding is pending; no SyncTeX exists and no unique extracted-text page was proved. Page-evidence result: normalized_context_not_found_in_pdf_text. Proven module render instance 1 starts on physical page 889 (printed 888); that module-start page is not asserted as this occurrence's page.,"[{""path_or_uri"":""../../source/locale/tr/content/set-theory/z/infinity-again.tex"",""bytes"":6573,""sha256"":""66d1788900c1e2e61d4f348d0345a577380c09a8694b53440a5aabdbe5adae53""}]"
OLP-TR-TERM-0011,OLP-TR-TERM-0011-O-0545-00033-0016-R1,OLP-0545,OLP-0545:legacy-term:0011:target-L33-C16:render-1,function,Historical terminology-ledger scope: functions; no narrower sense is inferred automatically.,fonksiyon,retrospective,low,true,high,Please double-check whether “fonksiyon” is the best Turkish rendering of “function” in functions. / “function” için functions bağlamında “fonksiyon” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/set-theory/z/nat.tex,33f3b77912ba9c7217893e6a0e9f59c16b2ca51e5b0652f99850bed6aeb8f12c,pending,,,pending,,,,,,Unpaired source term: function,source/locale/tr/content/set-theory/z/nat.tex,862442271eae098b11cfc41c201834fdc698d57858bb98cb7b35e62eebe20d1a,available,33,33,available,1467,1476,16,25 (end exclusive),5154bcc3e1f8548f68a313a7d1ed7a4b5b3615c1cfa8e2aa2e9b278d9ee7f313,fakat bire bir fonksiyon $x\mapsto x\cup\{x\}$ yerine,available,00_OPENLOGIC_tr_COMPLETE_LINKED_READER_OLP-0722.pdf,b21aea2ea90b7129ba8a11e6548a4b8b116e1fa9ef3228d59414c5be58099675,tr-Latn complete linked reader,891,892,unique_normalized_pdf_text_context; exact target source locus; page-evidence=ea924caf84d669c2360a01add82506cb2ce9b240fa106284aeb154c9293db4df; granularity=exact_literal_target_source_occurrence_to_unique_pdf_page,"[{""path_or_uri"":""../../source/locale/tr/content/set-theory/z/nat.tex"",""bytes"":2835,""sha256"":""862442271eae098b11cfc41c201834fdc698d57858bb98cb7b35e62eebe20d1a""}]"
OLP-TR-TERM-0011,OLP-TR-TERM-0011-O-0551-00080-0024-R1,OLP-0551,OLP-0551:legacy-term:0011:target-L80-C24:render-1,function,Historical terminology-ledger scope: functions; no narrower sense is inferred automatically.,fonksiyon,retrospective,low,true,high,Please double-check whether “fonksiyon” is the best Turkish rendering of “function” in functions. / “function” için functions bağlamında “fonksiyon” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/set-theory/ordinals/iso.tex,eb57a72aed6e4ff2398fe8d9c52239c79d2578df37c5e4bb891568381a41cb39,pending,,,pending,,,,,,Unpaired source term: function,source/locale/tr/content/set-theory/ordinals/iso.tex,171699dd7038ad53e23549b5dd9f481ff6b0e35479a890fde47d8234393d1c3a,available,80,80,available,3305,3314,24,33 (end exclusive),5154bcc3e1f8548f68a313a7d1ed7a4b5b3615c1cfa8e2aa2e9b278d9ee7f313,"$f$ bir bire bir örten fonksiyon ve $A_a\subsetneq A$ olduğundan,",pending,,,,,,Exact source-line-to-PDF-page binding is pending; no SyncTeX exists and no unique extracted-text page was proved. Page-evidence result: normalized_context_not_found_in_pdf_text. Proven module render instance 1 starts on physical page 897 (printed 896); that module-start page is not asserted as this occurrence's page.,"[{""path_or_uri"":""../../source/locale/tr/content/set-theory/ordinals/iso.tex"",""bytes"":7094,""sha256"":""171699dd7038ad53e23549b5dd9f481ff6b0e35479a890fde47d8234393d1c3a""}]"
OLP-TR-TERM-0011,OLP-TR-TERM-0011-O-0554-00065-0025-R1,OLP-0554,OLP-0554:legacy-term:0011:target-L65-C25:render-1,function,Historical terminology-ledger scope: functions; no narrower sense is inferred automatically.,fonksiyon,retrospective,low,true,high,Please double-check whether “fonksiyon” is the best Turkish rendering of “function” in functions. / “function” için functions bağlamında “fonksiyon” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/set-theory/ordinals/replacement.tex,c081b7ac20726b738ce2fb496ad29e836a72883160c847b828582e4de0218523,pending,,,pending,,,,,,Unpaired source term: function,source/locale/tr/content/set-theory/ordinals/replacement.tex,6ef0e20a81eeb9d3f3a98b3c8b4d2fcfa239eb1ced7ca1a0e9b721b595907577,available,65,65,available,2822,2831,25,34 (end exclusive),5154bcc3e1f8548f68a313a7d1ed7a4b5b3615c1cfa8e2aa2e9b278d9ee7f313,Nitekim bir kümenin bir fonksiyon altındaki görüntüsü gösterimini izleyerek,available,00_OPENLOGIC_tr_COMPLETE_LINKED_READER_OLP-0722.pdf,b21aea2ea90b7129ba8a11e6548a4b8b116e1fa9ef3228d59414c5be58099675,tr-Latn complete linked reader,902,903,unique_normalized_pdf_text_context; exact target source locus; page-evidence=ea924caf84d669c2360a01add82506cb2ce9b240fa106284aeb154c9293db4df; granularity=exact_literal_target_source_occurrence_to_unique_pdf_page,"[{""path_or_uri"":""../../source/locale/tr/content/set-theory/ordinals/replacement.tex"",""bytes"":3627,""sha256"":""6ef0e20a81eeb9d3f3a98b3c8b4d2fcfa239eb1ced7ca1a0e9b721b595907577""}]"
OLP-TR-TERM-0011,OLP-TR-TERM-0011-O-0554-00070-0023-R1,OLP-0554,OLP-0554:legacy-term:0011:target-L70-C23:render-1,function,Historical terminology-ledger scope: functions; no narrower sense is inferred automatically.,fonksiyon,retrospective,low,true,high,Please double-check whether “fonksiyon” is the best Turkish rendering of “function” in functions. / “function” için functions bağlamında “fonksiyon” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/set-theory/ordinals/replacement.tex,c081b7ac20726b738ce2fb496ad29e836a72883160c847b828582e4de0218523,pending,,,pending,,,,,,Unpaired source term: function,source/locale/tr/content/set-theory/ordinals/replacement.tex,6ef0e20a81eeb9d3f3a98b3c8b4d2fcfa239eb1ced7ca1a0e9b721b595907577,available,70,70,available,3105,3114,23,32 (end exclusive),5154bcc3e1f8548f68a313a7d1ed7a4b5b3615c1cfa8e2aa2e9b278d9ee7f313,kümesi olan bir \emph{fonksiyon} (adı) olmasını gerektirmez. Sonuçta $f$ bu,available,00_OPENLOGIC_tr_COMPLETE_LINKED_READER_OLP-0722.pdf,b21aea2ea90b7129ba8a11e6548a4b8b116e1fa9ef3228d59414c5be58099675,tr-Latn complete linked reader,902,903,unique_normalized_pdf_text_context; exact target source locus; page-evidence=ea924caf84d669c2360a01add82506cb2ce9b240fa106284aeb154c9293db4df; granularity=exact_literal_target_source_occurrence_to_unique_pdf_page,"[{""path_or_uri"":""../../source/locale/tr/content/set-theory/ordinals/replacement.tex"",""bytes"":3627,""sha256"":""6ef0e20a81eeb9d3f3a98b3c8b4d2fcfa239eb1ced7ca1a0e9b721b595907577""}]"
OLP-TR-TERM-0011,OLP-TR-TERM-0011-O-0560-00020-0031-R1,OLP-0560,OLP-0560:legacy-term:0011:target-L20-C31:render-1,function,Historical terminology-ledger scope: functions; no narrower sense is inferred automatically.,fonksiyon,retrospective,low,true,high,Please double-check whether “fonksiyon” is the best Turkish rendering of “function” in functions. / “function” için functions bağlamında “fonksiyon” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/set-theory/spine/recursion.tex,e9b5fe7b4ab133bc97d234aabd8dae2412e91bbeeb9c785b4a8112ba1e1a0510,pending,,,pending,,,,,,Unpaired source term: function,source/locale/tr/content/set-theory/spine/recursion.tex,0dff6d01220296915054a92c70f9fe78c879a663c848398659212a50aa8f717c,available,20,20,available,792,801,31,40 (end exclusive),5154bcc3e1f8548f68a313a7d1ed7a4b5b3615c1cfa8e2aa2e9b278d9ee7f313,"$\tau(x)$ bir terim, $f$ bir fonksiyon ve $\alpha$ bir sıra sayısı olsun.",pending,,,,,,Exact source-line-to-PDF-page binding is pending; no SyncTeX exists and no unique extracted-text page was proved. Page-evidence result: normalized_context_not_found_in_pdf_text. Proven module render instance 1 starts on physical page 908 (printed 907); that module-start page is not asserted as this occurrence's page.,"[{""path_or_uri"":""../../source/locale/tr/content/set-theory/spine/recursion.tex"",""bytes"":6358,""sha256"":""0dff6d01220296915054a92c70f9fe78c879a663c848398659212a50aa8f717c""}]"
OLP-TR-TERM-0011,OLP-TR-TERM-0011-O-0560-00045-0005-R1,OLP-0560,OLP-0560:legacy-term:0011:target-L45-C5:render-1,function,Historical terminology-ledger scope: functions; no narrower sense is inferred automatically.,fonksiyon,retrospective,low,true,high,Please double-check whether “fonksiyon” is the best Turkish rendering of “function” in functions. / “function” için functions bağlamında “fonksiyon” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/set-theory/spine/recursion.tex,e9b5fe7b4ab133bc97d234aabd8dae2412e91bbeeb9c785b4a8112ba1e1a0510,pending,,,pending,,,,,,Unpaired source term: function,source/locale/tr/content/set-theory/spine/recursion.tex,0dff6d01220296915054a92c70f9fe78c879a663c848398659212a50aa8f717c,available,45,45,available,1864,1873,5,14 (end exclusive),5154bcc3e1f8548f68a313a7d1ed7a4b5b3615c1cfa8e2aa2e9b278d9ee7f313,Boş fonksiyon açıkça bir $\emptyset$-yaklaştırmasıdır.,available,00_OPENLOGIC_tr_COMPLETE_LINKED_READER_OLP-0722.pdf,b21aea2ea90b7129ba8a11e6548a4b8b116e1fa9ef3228d59414c5be58099675,tr-Latn complete linked reader,908,909,unique_normalized_pdf_text_context; exact target source locus; page-evidence=ea924caf84d669c2360a01add82506cb2ce9b240fa106284aeb154c9293db4df; granularity=exact_literal_target_source_occurrence_to_unique_pdf_page,"[{""path_or_uri"":""../../source/locale/tr/content/set-theory/spine/recursion.tex"",""bytes"":6358,""sha256"":""0dff6d01220296915054a92c70f9fe78c879a663c848398659212a50aa8f717c""}]"
OLP-TR-TERM-0011,OLP-TR-TERM-0011-O-0560-00063-0005-R1,OLP-0560,OLP-0560:legacy-term:0011:target-L63-C5:render-1,function,Historical terminology-ledger scope: functions; no narrower sense is inferred automatically.,fonksiyon,retrospective,low,true,high,Please double-check whether “fonksiyon” is the best Turkish rendering of “function” in functions. / “function” için functions bağlamında “fonksiyon” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/set-theory/spine/recursion.tex,e9b5fe7b4ab133bc97d234aabd8dae2412e91bbeeb9c785b4a8112ba1e1a0510,pending,,,pending,,,,,,Unpaired source term: function,source/locale/tr/content/set-theory/spine/recursion.tex,0dff6d01220296915054a92c70f9fe78c879a663c848398659212a50aa8f717c,available,63,63,available,2516,2525,5,14 (end exclusive),5154bcc3e1f8548f68a313a7d1ed7a4b5b3615c1cfa8e2aa2e9b278d9ee7f313,Bir fonksiyon yerine bir \emph{terim} tanımlamamıza izin verirsek önceki,available,00_OPENLOGIC_tr_COMPLETE_LINKED_READER_OLP-0722.pdf,b21aea2ea90b7129ba8a11e6548a4b8b116e1fa9ef3228d59414c5be58099675,tr-Latn complete linked reader,908,909,unique_normalized_pdf_text_context; exact target source locus; page-evidence=ea924caf84d669c2360a01add82506cb2ce9b240fa106284aeb154c9293db4df; granularity=exact_literal_target_source_occurrence_to_unique_pdf_page,"[{""path_or_uri"":""../../source/locale/tr/content/set-theory/spine/recursion.tex"",""bytes"":6358,""sha256"":""0dff6d01220296915054a92c70f9fe78c879a663c848398659212a50aa8f717c""}]"
OLP-TR-TERM-0011,OLP-TR-TERM-0011-O-0560-00093-0038-R1,OLP-0560,OLP-0560:legacy-term:0011:target-L93-C38:render-1,function,Historical terminology-ledger scope: functions; no narrower sense is inferred automatically.,fonksiyon,retrospective,low,true,high,Please double-check whether “fonksiyon” is the best Turkish rendering of “function” in functions. / “function” için functions bağlamında “fonksiyon” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/set-theory/spine/recursion.tex,e9b5fe7b4ab133bc97d234aabd8dae2412e91bbeeb9c785b4a8112ba1e1a0510,pending,,,pending,,,,,,Unpaired source term: function,source/locale/tr/content/set-theory/spine/recursion.tex,0dff6d01220296915054a92c70f9fe78c879a663c848398659212a50aa8f717c,available,93,93,available,3934,3943,38,47 (end exclusive),5154bcc3e1f8548f68a313a7d1ed7a4b5b3615c1cfa8e2aa2e9b278d9ee7f313,"edin. Kritik olarak $\sigma$'nın bir fonksiyon, yani belirli türden bir",available,00_OPENLOGIC_tr_COMPLETE_LINKED_READER_OLP-0722.pdf,b21aea2ea90b7129ba8a11e6548a4b8b116e1fa9ef3228d59414c5be58099675,tr-Latn complete linked reader,909,910,unique_normalized_pdf_text_context; exact target source locus; page-evidence=ea924caf84d669c2360a01add82506cb2ce9b240fa106284aeb154c9293db4df; granularity=exact_literal_target_source_occurrence_to_unique_pdf_page,"[{""path_or_uri"":""../../source/locale/tr/content/set-theory/spine/recursion.tex"",""bytes"":6358,""sha256"":""0dff6d01220296915054a92c70f9fe78c879a663c848398659212a50aa8f717c""}]"
OLP-TR-TERM-0011,OLP-TR-TERM-0011-O-0560-00122-0027-R1,OLP-0560,OLP-0560:legacy-term:0011:target-L122-C27:render-1,function,Historical terminology-ledger scope: functions; no narrower sense is inferred automatically.,fonksiyon,retrospective,low,true,high,Please double-check whether “fonksiyon” is the best Turkish rendering of “function” in functions. / “function” için functions bağlamında “fonksiyon” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/set-theory/spine/recursion.tex,e9b5fe7b4ab133bc97d234aabd8dae2412e91bbeeb9c785b4a8112ba1e1a0510,pending,,,pending,,,,,,Unpaired source term: function,source/locale/tr/content/set-theory/spine/recursion.tex,0dff6d01220296915054a92c70f9fe78c879a663c848398659212a50aa8f717c,available,122,122,available,5156,5165,27,36 (end exclusive),5154bcc3e1f8548f68a313a7d1ed7a4b5b3615c1cfa8e2aa2e9b278d9ee7f313,&\hspace{1em}\text{bir fonksiyon değilse; aksi hâlde:}\\,pending,,,,,,Exact source-line-to-PDF-page binding is pending; no SyncTeX exists and no unique extracted-text page was proved. Page-evidence result: normalized_context_not_found_in_pdf_text. Proven module render instance 1 starts on physical page 908 (printed 907); that module-start page is not asserted as this occurrence's page.,"[{""path_or_uri"":""../../source/locale/tr/content/set-theory/spine/recursion.tex"",""bytes"":6358,""sha256"":""0dff6d01220296915054a92c70f9fe78c879a663c848398659212a50aa8f717c""}]"
OLP-TR-TERM-0011,OLP-TR-TERM-0011-O-0596-00054-0042-R1,OLP-0596,OLP-0596:legacy-term:0011:target-L54-C42:render-1,function,Historical terminology-ledger scope: functions; no narrower sense is inferred automatically.,fonksiyon,retrospective,low,true,high,Please double-check whether “fonksiyon” is the best Turkish rendering of “function” in functions. / “function” için functions bağlamında “fonksiyon” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/set-theory/choice/wellorderingproblem.tex,9ca7bb6570d323e7caebb910c975827a9411c1bbe2b4dabd6d41f9ebe2f04fa4,pending,,,pending,,,,,,Unpaired source term: function,source/locale/tr/content/set-theory/choice/wellorderingproblem.tex,a64e23b9235c92e58f0c533c953a14c8a78e6e07da9c2e63999e2a9411faee88,available,54,54,available,2261,2270,42,51 (end exclusive),5154bcc3e1f8548f68a313a7d1ed7a4b5b3615c1cfa8e2aa2e9b278d9ee7f313,Sonlu Ötesi Özyineleme'yi kullanarak bir fonksiyon tanımlayın:,available,00_OPENLOGIC_tr_COMPLETE_LINKED_READER_OLP-0722.pdf,b21aea2ea90b7129ba8a11e6548a4b8b116e1fa9ef3228d59414c5be58099675,tr-Latn complete linked reader,956,957,unique_normalized_pdf_text_context; exact target source locus; page-evidence=ea924caf84d669c2360a01add82506cb2ce9b240fa106284aeb154c9293db4df; granularity=exact_literal_target_source_occurrence_to_unique_pdf_page,"[{""path_or_uri"":""../../source/locale/tr/content/set-theory/choice/wellorderingproblem.tex"",""bytes"":4128,""sha256"":""a64e23b9235c92e58f0c533c953a14c8a78e6e07da9c2e63999e2a9411faee88""}]"
OLP-TR-TERM-0011,OLP-TR-TERM-0011-O-0600-00040-0020-R1,OLP-0600,OLP-0600:legacy-term:0011:target-L40-C20:render-1,function,Historical terminology-ledger scope: functions; no narrower sense is inferred automatically.,fonksiyon,retrospective,low,true,high,Please double-check whether “fonksiyon” is the best Turkish rendering of “function” in functions. / “function” için functions bağlamında “fonksiyon” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/set-theory/choice/vitali.tex,e9ae48138df4af723de80b69d70d43e2a77f3cc9c0ec680eded3a333c0892b32,pending,,,pending,,,,,,Unpaired source term: function,source/locale/tr/content/set-theory/choice/vitali.tex,a649e65084d6edaa2eb32f60de43eb4ed4c54d4909deb9555bf88b0b8f2ac01c,available,40,40,available,2103,2112,20,29 (end exclusive),5154bcc3e1f8548f68a313a7d1ed7a4b5b3615c1cfa8e2aa2e9b278d9ee7f313,"$\rotationsgroup$, fonksiyon bileşkesi altında değişmeli bir {grup}",available,00_OPENLOGIC_tr_COMPLETE_LINKED_READER_OLP-0722.pdf,b21aea2ea90b7129ba8a11e6548a4b8b116e1fa9ef3228d59414c5be58099675,tr-Latn complete linked reader,962,963,unique_normalized_pdf_text_context; exact target source locus; page-evidence=ea924caf84d669c2360a01add82506cb2ce9b240fa106284aeb154c9293db4df; granularity=exact_literal_target_source_occurrence_to_unique_pdf_page,"[{""path_or_uri"":""../../source/locale/tr/content/set-theory/choice/vitali.tex"",""bytes"":13670,""sha256"":""a649e65084d6edaa2eb32f60de43eb4ed4c54d4909deb9555bf88b0b8f2ac01c""}]"
